3,3198.115825653076
3,2974.543333053589
3,2995.5122470855713
3,2968.909740447998
3,2968.5018062591553
4,2373.4700679779053
4,2345.25728225708
4,2405.8098793029785
4,2402.6293754577637
4,2412.9233360290527
5,4262.58111000061
5,4027.5964736938477
5,3589.0865325927734
5,3555.415153503418
5,3541.5656566619873
6,1062.0605945587158
6,1066.7519569396973
6,1068.9642429351807
6,1071.0468292236328
6,1070.1544284820557
7,5136.709690093994
7,5134.907960891724
7,5094.558000564575
7,5113.745927810669
7,5126.731157302856
8,3728.471279144287
8,3756.9849491119385
8,3878.3273696899414
8,3824.0885734558105
8,3680.62424659729
10,1849.8616218566895
10,1856.4600944519043
10,1869.0564632415771
10,1857.8672409057617
10,1916.0585403442383
12,3226.160764694214
12,3221.639394760132
12,3219.7868824005127
12,3219.296455383301
12,3222.736597061157
14,1206.0279846191406
14,1218.8775539398193
14,1216.1147594451904
14,1217.8959846496582
14,1219.8421955108643
17,2657.421350479126
17,2647.775888442993
17,2657.6907634735107
17,2653.569459915161
17,2648.2837200164795
18,8093.341827392578
18,8361.685037612915
18,7678.958415985107
18,7940.300703048706
18,7843.239545822144
19,1321.5036392211914
19,1305.1600456237793
19,1302.9181957244873
19,1299.1657257080078
19,1300.123929977417
